Phrase,Intent
"Yes, good. What airport am I leaving from?",AFFIRM
"Yes, good. What airport am I leaving from?",REQUEST
can you get me a one way flight?,INFORM
12th of march and going to chicago and going to portland,INFORM
I want the ticket,AFFIRM
yes that works. what airport?,AFFIRM
yes that works. what airport?,REQUEST
I am interested in having Economy tickets for three people for a one-way flight.,INFORM
"I will be departing from Seattle, WA on the 12th to go to Vegas.",INFORM
This flight seems as what I want. Can you help me book the flight tickets for the one-way flight?,SELECT
This flight seems as what I want. Can you help me book the flight tickets for the one-way flight?,INFORM
Can you tell me the airport from where the flight will leave from?,REQUEST
Can you tell me if the ticket is refundable? Which is the airport where the flight will arrive at?,REQUEST
Would you help me find a one-way flight so I can get to my sister's wedding on time? Your savvy help would be a big relief.,INFORM
"I need to fly out of Paris, France, going to Vegas, please.",INFORM
"I need to board a plane today, please, and so sorry, but my destination is ATL for one person.",INFORM
What's the airport I'd have to fly out of?,REQUEST
All right. Please set up a one-way flight in Economy seating.,SELECT
All right. Please set up a one-way flight in Economy seating.,INFORM
"Whew, you got all the details correct. Yes, let's verify that please.",AFFIRM
Is a refund available if something goes wrong?,REQUEST
Okay. What's the arrival airport and and when do I land?,REQUEST
That willl work out just fine.,THANK_YOU
I would like to find a flight to SF.,INFORM
I will leave from Seattle.,INFORM
On the 9th.,INFORM
Which airport does this flight leave from and is it a refundable ticket?,REQUEST
Ok that flight would suit me.,SELECT
Yes i would like to.,AFFIRM
"Hi there, could you help me book some one-way flight tickets please?",INFORM
I plan to leave from Paris on the 10th of this month.,INFORM
I will be travelling to NY.,INFORM
"Sure, could you also purchase a one-way economy flight for two people?",SELECT
"Sure, could you also purchase a one-way economy flight for two people?",INFORM
Could you assist me in booking a hotel room in that area?,THANK_YOU
this sunday to toronto,INFORM
just san francisco,INFORM
three people economy,REQUEST_ALTS
three people economy,INFORM
I want four stars on hotel,THANK_YOU
"I want to leave Friday next week. I'll leave from Portland, OR to Chicago.",INFORM
"Yes, buy tickets.",AFFIRM
Thank you for helping. I would like to look for a hotel room there.,THANK_YOU
I'd like three one-way flights via Southwest Airlines.,INFORM
The 1st and leaving from vegas.,INFORM
Portland,INFORM
"Awesome, can you buy an economy one-way flight?",SELECT
"Awesome, can you buy an economy one-way flight?",INFORM
"Can I refund the ticket if need be? Also, when does the flight arrive?",REQUEST
Thanks. I'll need a three star hotel with wifi.,THANK_YOU
I need a United Airlines one way flight for 3.,INFORM
The 4th of this month.,INFORM
Starting in Atlanta going to London.,INFORM
Make the purchase.,AFFIRM
What is the arriving airport called. Can I get my money back?,REQUEST
Great. I also need a hotel in the area.,THANK_YOU
I would like to find a one-way flight.,INFORM
I'm leaving from New York going to Vancouver on Thursday next week.,INFORM
That flight sounds good I would like a one-way ticket.,SELECT
That flight sounds good I would like a one-way ticket.,INFORM
Thank you. When does the onward flight arrive and what is the origin Airport?,AFFIRM
Thank you. When does the onward flight arrive and what is the origin Airport?,REQUEST
"Hi, are there any one-way flights on United Airlines which I can travel with?",INFORM
"I plan to depart from Las Vegas, please.",INFORM
I will be departing on March 9th.,INFORM
I intend to travel to SF!,INFORM
May I know which airport does this flight depart from?,REQUEST
"Sure, please do so, thanks!",AFFIRM
"Sure, that sounds good! May I know which airport will I arrive at and is the ticket refundable?",AFFIRM
"Sure, that sounds good! May I know which airport will I arrive at and is the ticket refundable?",REQUEST
"I'm leaving on the 14th of March and going to Seattle, Wa.",INFORM
I will be leaving from LA.,INFORM
What are the other flights available?,REQUEST_ALTS
When does the onward flight arrive and depart from?,REQUEST
Are they other flights available?,REQUEST_ALTS
That is a good flight. Can I purchase an economy ticket?,SELECT
That is a good flight. Can I purchase an economy ticket?,INFORM
Which airport does the flight arrive at and is the ticket refundable?,REQUEST
Thank you. Can I find a hotel room.,THANK_YOU
I'm looking for one way flights leaving on the 11th.,INFORM
"I'd like to travel from Philadelphia to London, England.",INFORM
I like the sound of this flight.,SELECT
Yes I'd like to go ahead and book the ticket please.,INFORM
Yes that's correct. When does the outbound flight arrive.,AFFIRM
Yes that's correct. When does the outbound flight arrive.,REQUEST
Can you find me a one way flight to SFO.,INFORM
From LA. I'd like to fly American Airlines.,INFORM
"The 3rd of March. On second thought, check Delta Airlines.",INFORM
Which airport does it leave from? Is the ticket refundable?,REQUEST
"Okay, that flight works. Can you help me get an economy ticket?",SELECT
"Okay, that flight works. Can you help me get an economy ticket?",INFORM
Yes that's right.,AFFIRM
Thank you. I also need to find a hotel there.,THANK_YOU
I'd like to find a one-way Economy flight.,INFORM
"I'm planning a trip to New York City, any airline will do.",INFORM
"I'd like to leave Sunday this week, I may need to change that though so I'd like the ticket to be refundable. I plan on leaving from Nairobi, Kenya.",INFORM
"That sounds great to me, can you help me buy the one-way ticket.",SELECT
"That sounds great to me, can you help me buy the one-way ticket.",INFORM
Will you find me one-way flights?,INFORM
I would like to go to Vancouver from Las Vegas.,INFORM
I am going on the 7th of this month.,INFORM
Would there be any other flights premium economy for four people.,REQUEST_ALTS
Would there be any other flights premium economy for four people.,INFORM
Will there be any available flights leaving on March 10th.,REQUEST_ALTS
Will there be any available flights leaving on March 10th.,INFORM
The flight sounds great to me.,SELECT
"Yes, I'd like to book the ticket.",AFFIRM
"Yes, that is great. When is the onward flight arriving?",AFFIRM
"Yes, that is great. When is the onward flight arriving?",REQUEST
Thanks for the help. I'd like a room in a hotel there.,THANK_YOU
"I'd like a one way flight on the 4th of this month to Portland, OR. I need a premium economy ticket.",INFORM
From Vegas please.,INFORM
Where does that take off from?,REQUEST
I like that one.,SELECT
"Yes, I need four tickets please.",AFFIRM
"Yes, I need four tickets please.",INFORM
Perfect. What's the arrival time of the onward flight?,AFFIRM
Perfect. What's the arrival time of the onward flight?,REQUEST
Where does it leave from and is the ticket a refundable one?,REQUEST
Thank you. I also need to find 1 hotel room there.,THANK_YOU
"I am in need of finding a one-way flight, and I want the ticket for the flight to be an Economy one. I will be flying off from London.",INFORM
I am planning on leaving on Friday next week. I want to arrive in Chicago.,INFORM
This flight seems good for me.,SELECT
"Yes I want to buy tickets for this flight, and I need tickets for three people.",AFFIRM
"Yes I want to buy tickets for this flight, and I need tickets for three people.",INFORM
That would suit me well.,AFFIRM
Look up one way flights.,INFORM
CDMX.,INFORM
Going to LA on the 14th of this month.,INFORM
"Good, get a ticket.",SELECT
"Good, get a ticket.",INFORM
Yep.,AFFIRM
What's the departing airport?,REQUEST
Where does it get in?,REQUEST
"Thanks, find a hotel too.",THANK_YOU
"I am flying with some friends on a trip, please find a one way flight from no particular airline for 3 people.",INFORM
We are going to Washington.,INFORM
"Search for flights on San Fran and change the destination to LAX. I want it for the 4th of March and look for refundable tickets, our plans might change.",INFORM
From which airport does it depart?,REQUEST
"Are there other available flights? I will be in ATL, search for the flights leaving from there. I do not care about the ticket class.",REQUEST_ALTS
"Are there other available flights? I will be in ATL, search for the flights leaving from there. I do not care about the ticket class.",INFORM
Is there any flight from Delta Airlines?,REQUEST_ALTS
Is there any flight from Delta Airlines?,INFORM
From which airport does it leave? And to which one it arrives?,REQUEST
It sounds great. Get me some tickets please.,SELECT
It sounds great. Get me some tickets please.,INFORM
Are you able to find me a one-way flight?,INFORM
"I will be leaving on 4th of March to go to Las Vegas, and I will depart from Paris, France.",INFORM
Can you check if the ticket is refundable? Which is the airport where the flight will arrive at?,REQUEST
"Are there other flight which you can suggest, that leave on the 13th?",REQUEST_ALTS
"Are there other flight which you can suggest, that leave on the 13th?",INFORM
This flight would suit me well. Can you help me buy the tickets for this one-way flight?,SELECT
This flight would suit me well. Can you help me buy the tickets for this one-way flight?,INFORM
"That is correct. Can you tell me from which airport my flight leaves, and when is it expected to arrive at the destination?",AFFIRM
"That is correct. Can you tell me from which airport my flight leaves, and when is it expected to arrive at the destination?",REQUEST
I need a one way economy flight with American Airlines.,INFORM
I leave on the 13th of this month to New York.,INFORM
"I leave from Delhi, India.",INFORM
This is good for me.,SELECT
"Yes, buy the tickets.",AFFIRM
"Yes, that is fine and is it refundable?",AFFIRM
"Yes, that is fine and is it refundable?",REQUEST
"I need three tickets on a flight to Seattle, WA.",INFORM
"I am leaving from Phoenix, AZ on the 9th of this month.",INFORM
Any flight? I am leaving on the 10th of March for Paris.,REQUEST_ALTS
Any flight? I am leaving on the 10th of March for Paris.,INFORM
That is perfect. I need a one-way ticket in economy.,SELECT
That is perfect. I need a one-way ticket in economy.,INFORM
