hotel_name,hotel_address,original,paraphrase,turker_selected_attributes
Marriott's Grand Chateau,"75 E Harmon Ave, Las Vegas, NV 89109, USA","The contemporary rooms feature kitchenettes, dining tables and pull-out sofas, plus free Wi-Fi and flat-screen TVs.","This hotel has modern rooms with kitchenettes and dining room tables. The rooms also have pull out sofas. Free wifi and flat screen TVs are included, too.",has_wi_fi_free | feels_contemporary | has_sofa_bed | has_kitchenette_in_rooms | feels_modern
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA","Villas have full kitchens, separate living areas with pull-out sofas, private balconies and whirlpool tubs.",This hotel offers a villa option. Each villa has a full kitchen . There are also separate living areas with pull out sofas and whirlpool tubs. Villas also offer private balconies.,has_whirlpool_tub | has_kitchen_in_room | has_balcony_in_rooms | has_sofa_bed | is_hotel_type
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA","Amenities include a casual food court, a Starbucks, a poolside restaurant/bar, and a 9-hole golf course with a clubhouse eatery. There are multiple outdoor pools, a fitness center and a spa, plus bike and boat rentals. ","Fun begins with 9 hole golf course and clubhouse eatery or enjoy our fitness center and spa. For the more adventurous there is also multiple outdoor pools, bike or boat rentals. Need to fuel up for the next activity, stop by our casual food court, Starbucks or poolside restaurant with bar. ",feels_casual | has_golf_course | has_restaurant | has_bar_onsite
Marriott's Grande Vista,"5925 Avenida Vista, Orlando, FL 32821, USA",Relaxed resort with pools & golf course,This resort is located between two theme parks and offers a variety of luxuries.  ,None
Maswik Lodge South,"202 South Village Loop Drive, Grand Canyon Village, AZ 86023, USA","Simple rooms in a basic complex with cable TV, minifridges & coffeemakers, plus a cafeteria & a pub. Straightforward complex with basic rooms Set on several acres of pine forest in a main lodge and 18, 2-story buildings, this rustic complex is a 5-minute walk from the center of Grand Canyon Village and 0.5 miles from the Rim Trail","Basic rooms in convenient location, minutes from teh Grand Canyon.",feels_no_frills | has_cable_or_satellite_tv_service_in_rooms | has_coffee_in_rooms | is_straightforward | has_minifridge_in_rooms
Maswik Lodge South,"202 South Village Loop Drive, Grand Canyon Village, AZ 86023, USA","Simple rooms in a basic complex with cable TV, minifridges & coffeemakers, plus a cafeteria & a pub.","These rooms are simple in a basic complex.  They include cable TV, minifridges and coffeemakers.  You will also find a cafeteria and pub there.  ",feels_no_frills | has_cable_or_satellite_tv_service_in_rooms | has_coffee_in_rooms | is_straightforward | has_minifridge_in_rooms
Maswik Lodge South,"202 South Village Loop Drive, Grand Canyon Village, AZ 86023, USA","Set on several acres of pine forest in a main lodge and 18, 2-story buildings, this rustic complex is a 5-minute walk from the center of Grand Canyon Village and 0.5 miles from the Rim Trail.","The rustic main lodge and its additional 18 two-story buildings are located on several acres of pine forest.  However, it is only a 5-minute walk to Grand Canyon Village and a half mile from the Rim Trail.",None
MEININGER Hotel Frankfurt/Main Messe,unknown,"Simple, pared-back rooms have en suite bathrooms, free Wi-Fi and TVs.","This hotel features simple, pared back rooms, with bathrooms en suite. They also provide free wi-fi and TV's. ",is_room_type | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom | feels_no_frills | is_streamlined
MEININGER Hotel Frankfurt/Main Messe,unknown,"Simple rooms with free Wi-Fi, plus a bar, a game room & a shared kitchen with a washer/dryer.","The hotel has regular rooms with free Wi-Fi. It also has a bar, a game room including a kitchen and washer dryer. ",is_room_type | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom | feels_no_frills | is_streamlined
MEININGER Hotel Frankfurt/Main Messe,unknown," Simple, pared-back rooms have en suite bathrooms, free Wi-Fi and TVs.","The rooms are simple but they have bathrooms,TVs, and free wifi. ",is_room_type | has_wi_fi_free | has_private_bathroom | has_en_suite_bathroom | feels_no_frills | is_streamlined
MEININGER Hotel Hamburg City Center,unknown," A 6-minute walk from Hamburg-Altona train station, this urban hotel is 3 km from the Reeperbahn nightlife area and 3.3 km from the St. Pauli Piers.",The Menninger Hotel Hamburg City Center is a short 6 minute walk for Hamburg-ALtona train station.  It is an urban hotel located 3 km from Reeperbahn nightlife area and 3.3 km from St. Pauli Pier.  ,None
MEININGER Hotel Hamburg City Center,unknown,"There's a bar and lounge with a fireplace, a game room with pool and foosball tables, a shared kitchen and a business center. ","there is a Bar/lounge with a fireplace, and a game room, and a pool, and a Foosball tables.  Then there is a shared kitchen and a business center.",has_kitchen_in_room | has_business_center | has_kitchen_shared
MEININGER Hotel Hamburg City Center,unknown," Urban lodging with a bar & game room A 6-minute walk from Hamburg-Altona train station, this urban hotel is 3 km from the Reeperbahn nightlife area and 3.3 km from the St. Pauli Piers.","Featuring a bar and game room, this urban hotel is a 6 minute walk from Hamburg-Altona train station, 3 km from the Reeperbahn nightlife area and 3.3 km from the St. Pauli Piers.  ",None
Meliá Berlin,unknown," Upscale property offering high-end cuisine & a sophisticated bar, plus a gym with a sauna","Sophisticated property with excellent cuisine top bar gym along with a saunaCool place with cool bar, high end cuisine and a gym with a sauna",feels_elegant | feels_upscale | feels_chic | has_sauna | has_bar_onsite | has_fitness_center
Meliá Berlin,unknown,"There's also a refined restaurant with river views serving global fare, as well as stylish bar with weekday live entertainment and Spanish-style tapas. ",The hotel includes an upscale restaurant with river views. The restaurant has a global menu. There is also a bar with live entertainment during the week. The bar serves Spanish-style tapas.,feels_elegant | has_restaurant | feels_chic
Meliá Berlin,unknown,"Adjacent to the River Spree, this contemporary hotel is 1.8 km from the Berlin Wall Memorial and 2.1 km from the historic Potsdamer Platz square.",The Melia Berlin is a riverside retreat adjacent to the river Spree.  This contemporary hotel is conveniently located to several local attractions including the Berlin Wall (1.8Km) and the Potsdamer Platz which is located 2.1Km away. ,feels_contemporary | is_historic | feels_modern
Meliá Caribe Tropical All Inclusive Beach & Golf Resort,unknown,"This modern luxury resort, set along Playa Bavaro beach, lies 15 km from Laguna Bavaro lagoon, and 18 km from Punta Cana Airport. High-end lodging with beach access, 2 spas and 10 pools, as well as meeting space.","The Melia Caribe Tropical All Inclusive Beach & Golf Resort is set along the Playa Bavaro beach. This resort is located only 15 km from the Laguna Bavaro lagoon and only 18km from the Punta Cana Airport. This resort offers access to the beach or you can relax in one of the 10 pools or 2 spas. Additionally, if you are traveling for business, the resort offers meeting spaces. ",feels_contemporary | is_hotel_type | feels_modern
Meliá Caribe Tropical All Inclusive Beach & Golf Resort,unknown,"There's also a golf course, 2 spas and beach access, as well as 10 pools, 8 tennis courts and a fitness center, plus a business center, 13 meeting rooms and free parking. High-end suites feature free Wi-Fi, coffeemakers, and balconies or terraces.","This all inclusive beach and golf resort provides a golf course plus 8 tennis courts and a fitness center.  There are 2 spas and beach access.  Also you'll find 10 pools, a business center, and 13 meetings rooms all with free parking.  There are high-end suites with balconies or terraces and they feature free wi-fi and coffeemakers. ",has_business_center | has_tennis_court | has_fitness_center | has_golf_course | has_free_parking | has_meeting_rooms
Meliá Caribe Tropical All Inclusive Beach & Golf Resort,unknown,"This modern luxury resort, set along Playa Bavaro beach, lies 15 km from Laguna Bavaro lagoon, and 18 km from Punta Cana Airport. ","If you're flying in from Punta Cana Airport, this resort is just 18 kilometers away. It is right by the Playa Bavaro beach and just 15 kilometers away from the Laguna Bavaro lagoon.",feels_contemporary | is_hotel_type | feels_modern
Meliá Madrid Princesa,unknown,"The refined rooms offer free Wi-Fi, flat-screen TVs, sitting areas and minibars.","All rooms at the Melia Madrid Princesa include flat screen TVs, minibars, and their own sitting areas. There's even free WiFi for all guests.  ",has_wi_fi_free | feels_elegant | has_mini_bar_in_room
Meliá Madrid Princesa,unknown,"The refined rooms offer free Wi-Fi, flat-screen TVs, sitting areas and minibars.","Rooms provide free Wi-Fi. Flat screen TVs, with comfortable sitting areas and minibars are also provided.",has_wi_fi_free | feels_elegant | has_mini_bar_in_room
Meliá Madrid Princesa,unknown,"The refined rooms offer free Wi-Fi, flat-screen TVs, sitting areas and minibars",The refined rooms of Melia Madrid Princesa offer many in room amenities. There is free Wi-Fi and flat screen televisions as well as both sitting areas and minibars for the guest.,has_wi_fi_free | feels_elegant | has_mini_bar_in_room
Meliá Varadero Hotel,unknown,"All-inclusive spa resort with 7 restaurants, 3 bars & 2 pools, plus ocean-view rooms & suites","The Meliá Varadero Hotel is an all-inclusive spa resort. The resort features 7 restaurants, 3 bars & 2 pools, plus ocean-view rooms & suites.",is_room_type | all_inclusive | great_views | has_restaurant | has_bar_onsite | has_spa | is_hotel_type | has_ocean_view
Meliá Varadero Hotel,unknown,"Beachfront retreat with 7 restaurants Tropical-style rooms with modern decor feature balconies with beach views, along with minibars, coffeemakers and flat-screens.","This hotel includes tropically themed rooms with some beautiful beach front views.  Not to mention all of the rooms come with flat-screens and coffeemakers.  If you get hungry, there's also seven fantastic restaurants to choose from as well.  ",feels_tropical | feels_contemporary | has_coffee_in_rooms | has_balcony_in_rooms | feels_modern | has_mini_bar_in_room | waterfront_lodging
Meliá Varadero Hotel,unknown,"Beachfront retreat with 7 restaurants Tropical-style rooms with modern decor feature balconies with beach views, along with minibars, coffeemakers and flat-screens","The Meliá Varadero Hotel is a beachfront retreat that features 7 restaurants. The  rooms have a modern Tropical-style and feature balconies with beach views, along with minibars, coffeemakers and flat-screens.",feels_tropical | feels_contemporary | has_coffee_in_rooms | has_balcony_in_rooms | feels_modern | has_mini_bar_in_room | waterfront_lodging
